ts,BalancingPowerPriceUpEUR,BalancingPowerPriceUpDKK,BalancingPowerPriceDownEUR,BalancingPowerPriceDownDKK
2021-01-01 00:00:00,50.879787,378.51001,18.503084,137.649994
2021-01-01 01:00:00,48.199429,358.570007,48.199429,358.570007
2021-01-01 02:00:00,44.688343,332.450012,44.688343,332.450012
2021-01-01 03:00:00,42.927425,319.350006,42.927425,319.350006
2021-01-01 04:00:00,40.397617,300.529999,40.397617,300.529999
2021-01-01 05:00:00,40.208084,299.119995,40.208084,299.119995
2021-01-01 06:00:00,39.636795,294.869995,39.636795,294.869995
2021-01-01 07:00:00,40.097858,298.299988,40.097858,298.299988
2021-01-01 08:00:00,41.278076,307.079987,41.278076,307.079987
2021-01-01 09:00:00,44.888634,333.940002,21.003321,156.25
2021-01-01 10:00:00,45.008266,334.829987,24.004946,178.580002
2021-01-01 11:00:00,47.208744,351.200012,23.004852,171.139999
2021-01-01 12:00:00,50.789726,377.839996,29.372387,218.509995
2021-01-01 13:00:00,45.498905,338.480011,30.399366,226.149994
2021-01-01 14:00:00,44.738079,332.820007,30.771713,228.919998
2021-01-01 15:00:00,46.598469,346.660004,46.598469,346.660004
2021-01-01 16:00:00,78.13504,581.27002,52.999611,394.279999
2021-01-01 17:00:00,67.210625,500.0,60.271801,448.380005
2021-01-01 18:00:00,60.621296,450.980011,60.621296,450.980011
2021-01-01 19:00:00,60.371273,449.119995,60.371273,449.119995
2021-01-01 20:00:00,67.076202,499.0,57.411316,427.100006
2021-01-01 21:00:00,79.195625,589.159973,53.870659,400.76001
2021-01-01 22:00:00,99.151802,737.619995,53.460674,397.709991
2021-01-01 23:00:00,107.537003,800.0,49.729141,369.950012
2021-01-02 00:00:00,60.489563,450.0,46.699287,347.410004
2021-01-02 01:00:00,67.210625,500.0,42.438133,315.709991
2021-01-02 02:00:00,59.145351,440.0,41.097954,305.73999
2021-01-02 03:00:00,56.005268,416.640015,40.007797,297.630005
2021-01-02 04:00:00,55.233692,410.899994,37.557297,279.399994
2021-01-02 05:00:00,39.007702,290.190002,39.007702,290.190002
2021-01-02 06:00:00,42.098045,313.179993,20.003225,148.809998
2021-01-02 07:00:00,44.967941,334.529999,20.538223,152.789993
2021-01-02 08:00:00,48.458858,360.5,22.004759,163.699997
2021-01-02 09:00:00,52.010269,386.920013,22.004759,163.699997
2021-01-02 10:00:00,52.010269,386.920013,22.004759,163.699997
2021-01-02 11:00:00,52.159477,388.029999,52.159477,388.029999
2021-01-02 12:00:00,55.960911,416.309998,29.614346,220.309998
2021-01-02 13:00:00,52.010269,386.920013,52.010269,386.920013
2021-01-02 14:00:00,50.699661,377.170013,50.699661,377.170013
2021-01-02 15:00:00,80.652748,600.0,53.460674,397.709991
2021-01-02 16:00:00,60.001614,446.369995,60.001614,446.369995
2021-01-02 17:00:00,62.011211,461.320007,62.011211,461.320007
2021-01-02 18:00:00,63.091957,469.359985,63.091957,469.359985
2021-01-02 19:00:00,62.181927,462.589996,62.181927,462.589996
2021-01-02 20:00:00,60.041939,446.670013,60.041939,446.670013
2021-01-02 21:00:00,55.040123,409.459991,55.040123,409.459991
2021-01-02 22:00:00,52.260292,388.779999,52.260292,388.779999
2021-01-02 23:00:00,48.458858,360.5,48.458858,360.5
2021-01-03 00:00:00,46.118587,343.089996,46.118587,343.089996
2021-01-03 01:00:00,41.598,309.459991,41.598,309.459991
2021-01-03 02:00:00,37.217213,276.869995,37.217213,276.869995
2021-01-03 03:00:00,35.186108,261.76001,35.186108,261.76001
2021-01-03 04:00:00,24.654202,183.410004,24.654202,183.410004
2021-01-03 05:00:00,23.854395,177.460007,23.854395,177.460007
2021-01-03 06:00:00,24.054682,178.949997,24.054682,178.949997
2021-01-03 07:00:00,24.804752,184.529999,23.004852,171.139999
2021-01-03 08:00:00,24.974123,185.789993,22.004759,163.699997
2021-01-03 09:00:00,25.654295,190.850006,22.004759,163.699997
2021-01-03 10:00:00,26.005135,193.460007,22.004759,163.699997
2021-01-03 11:00:00,26.895004,200.080002,22.004759,163.699997
2021-01-03 12:00:00,25.874746,192.490005,20.484455,152.389999
2021-01-03 13:00:00,25.834419,192.190002,20.061028,149.240005
2021-01-03 14:00:00,26.025297,193.610001,20.061028,149.240005
2021-01-03 15:00:00,26.505182,197.179993,20.538223,152.789993
2021-01-03 16:00:00,33.275982,247.550003,23.004852,171.139999
2021-01-03 17:00:00,43.967846,327.089996,43.967846,327.089996
2021-01-03 18:00:00,43.357574,322.549988,43.357574,322.549988
2021-01-03 19:00:00,27.924671,207.740005,27.924671,207.740005
2021-01-03 20:00:00,27.565765,205.070007,24.504993,182.300003
2021-01-03 21:00:00,27.045555,201.199997,24.004946,178.580002
2021-01-03 22:00:00,26.185259,194.800003,24.004946,178.580002
2021-01-03 23:00:00,24.924389,185.419998,24.924389,185.419998
2021-01-04 00:00:00,24.669598,183.490005,20.00699,148.809998
2021-01-04 01:00:00,24.05921,178.949997,20.00699,148.809998
2021-01-04 02:00:00,23.888464,177.679993,19.108889,142.130005
2021-01-04 03:00:00,24.039043,178.800003,19.108889,142.130005
2021-01-04 04:00:00,24.58893,182.889999,20.064804,149.240005
2021-01-04 05:00:00,25.850039,192.270004,23.009182,171.139999
2021-01-04 06:00:00,28.220331,209.899994,24.009464,178.580002
2021-01-04 07:00:00,69.94313,520.22998,49.778835,370.25
2021-01-04 08:00:00,211.594666,1573.819946,54.440098,404.920013
2021-01-04 09:00:00,211.594666,1573.819946,55.710617,414.369995
2021-01-04 10:00:00,67.223274,500.0,55.820862,415.190002
2021-01-04 11:00:00,58.291992,433.570007,58.291992,433.570007
2021-01-04 12:00:00,57.541779,427.98999,57.541779,427.98999
2021-01-04 13:00:00,60.02232,446.440002,56.550907,420.619995
2021-01-04 14:00:00,60.112396,447.109985,58.012341,431.48999
2021-01-04 15:00:00,60.500946,450.0,58.051331,431.779999
2021-01-04 16:00:00,61.022602,453.880005,60.522461,450.160004
2021-01-04 17:00:00,66.02536,491.089996,65.244225,485.279999
2021-01-04 18:00:00,66.02536,491.089996,60.072063,446.809998
2021-01-04 19:00:00,63.18988,470.0,53.750385,399.790009
2021-01-04 20:00:00,50.019493,372.040009,37.694778,280.369995
2021-01-04 21:00:00,42.994663,319.790009,38.504147,286.390015
2021-01-04 22:00:00,35.012569,260.420013,30.961697,230.289993
2021-01-04 23:00:00,29.891502,222.330002,27.359873,203.5
2021-01-05 00:00:00,27.807278,206.850006,27.807278,206.850006
2021-01-05 01:00:00,27.447001,204.169998,27.447001,204.169998
2021-01-05 02:00:00,27.077312,201.419998,27.077312,201.419998
2021-01-05 03:00:00,27.996828,208.259995,27.137806,201.869995
2021-01-05 04:00:00,27.996828,208.259995,27.787113,206.699997
2021-01-05 05:00:00,31.497438,234.300003,29.807627,221.729996
2021-01-05 06:00:00,36.997055,275.209991,35.776413,266.130005
2021-01-05 07:00:00,54.13446,402.690002,53.634373,398.970001
2021-01-05 08:00:00,66.849045,497.269989,59.994354,446.279999
2021-01-05 09:00:00,66.849045,497.269989,60.113998,447.170013
2021-01-05 10:00:00,69.993416,520.659973,61.174667,455.059998
2021-01-05 11:00:00,80.659256,600.0,62.45446,464.579987
2021-01-05 12:00:00,80.659256,600.0,61.474453,457.290009
2021-01-05 13:00:00,86.992348,647.109985,62.283733,463.309998
2021-01-05 14:00:00,86.992348,647.109985,62.033688,461.450012
2021-01-05 15:00:00,75.592506,562.309998,62.5042,464.950012
2021-01-05 16:00:00,74.992943,557.849976,64.254509,477.970001
2021-01-05 17:00:00,74.992943,557.849976,65.593452,487.929993
2021-01-05 18:00:00,86.992348,647.109985,60.124752,447.25
2021-01-05 19:00:00,86.992348,647.109985,54.654713,406.559998
2021-01-05 20:00:00,86.992348,647.109985,40.775944,303.320007
2021-01-05 21:00:00,86.992348,647.109985,39.595627,294.540009
2021-01-05 22:00:00,64.461533,479.51001,32.056675,238.460007
2021-01-05 23:00:00,38.996059,290.079987,29.206717,217.259995
2021-01-06 00:00:00,34.993885,260.329987,29.825386,221.880005
2021-01-06 01:00:00,34.993885,260.329987,28.715067,213.619995
2021-01-06 02:00:00,34.993885,260.329987,28.104795,209.080002
2021-01-06 03:00:00,33.99379,252.889999,27.97575,208.119995
2021-01-06 04:00:00,36.994072,275.209991,28.154531,209.449997
2021-01-06 05:00:00,36.994072,275.209991,28.994663,215.699997
2021-01-06 06:00:00,39.993011,297.519989,30.715256,228.5
2021-01-06 07:00:00,39.993011,297.519989,35.534256,264.350006
2021-01-06 08:00:00,69.98777,520.659973,39.173042,291.420013
2021-01-06 09:00:00,69.98777,520.659973,41.872219,311.5
2021-01-06 10:00:00,66.058632,491.429993,46.06213,342.670013
2021-01-06 11:00:00,72.986702,542.969971,45.262321,336.720001
2021-01-06 12:00:00,76.661781,570.309998,46.201927,343.709991
2021-01-06 13:00:00,76.688667,570.51001,47.34182,352.190002
2021-01-06 14:00:00,76.88089,571.940002,51.300526,381.640015
2021-01-06 15:00:00,76.859383,571.780029,54.890919,408.350006
2021-01-06 16:00:00,79.986023,595.039978,58.389904,434.380005
2021-01-06 17:00:00,121.901253,906.859985,59.919617,445.76001
2021-01-06 18:00:00,105.981743,788.429993,55.659805,414.070007
2021-01-06 19:00:00,83.985054,624.789978,50.241287,373.76001
2021-01-06 20:00:00,83.985054,624.789978,39.83305,296.329987
2021-01-06 21:00:00,83.985054,624.789978,39.923111,297.0
2021-01-06 22:00:00,64.98864,483.470001,38.693157,287.850006
2021-01-06 23:00:00,64.98864,483.470001,32.494991,241.740005
2021-01-07 00:00:00,85.939346,639.320007,43.074524,320.440002
2021-01-07 01:00:00,58.992901,438.859985,40.895527,304.230011
2021-01-07 02:00:00,43.097378,320.609985,39.185665,291.51001
2021-01-07 03:00:00,39.775784,295.899994,39.775784,295.899994
2021-01-07 04:00:00,41.274601,307.049988,36.495861,271.5
2021-01-07 05:00:00,45.534466,338.73999,40.994999,304.970001
2021-01-07 06:00:00,55.963005,416.320007,55.963005,416.320007
2021-01-07 07:00:00,67.792236,504.320007,67.792236,504.320007
2021-01-07 08:00:00,86.499893,643.48999,86.499893,643.48999
2021-01-07 09:00:00,84.990318,632.26001,83.85041,623.780029
2021-01-07 10:00:00,84.990318,632.26001,82.429565,613.210022
2021-01-07 11:00:00,86.41655,642.869995,85.979675,639.619995
2021-01-07 12:00:00,84.990318,632.26001,84.699966,630.099976
2021-01-07 13:00:00,84.990318,632.26001,82.28035,612.099976
2021-01-07 14:00:00,84.990318,632.26001,78.610603,584.799988
2021-01-07 15:00:00,81.559845,606.73999,81.559845,606.73999
2021-01-07 16:00:00,89.669586,667.070007,89.669586,667.070007
2021-01-07 17:00:00,99.9879,743.830017,47.994408,357.040009
2021-01-07 18:00:00,90.41967,672.650024,47.994408,357.040009
2021-01-07 19:00:00,80.270729,597.150024,47.994408,357.040009
2021-01-07 20:00:00,66.79213,496.880005,47.994408,357.040009
2021-01-07 21:00:00,59.322239,441.309998,47.323635,352.049988
2021-01-07 22:00:00,58.253574,433.359985,58.253574,433.359985
2021-01-07 23:00:00,52.243523,388.649994,52.243523,388.649994
2021-01-08 00:00:00,49.327003,366.839996,40.013985,297.579987
2021-01-08 01:00:00,47.396091,352.480011,36.86348,274.149994
2021-01-08 02:00:00,45.795963,340.579987,35.011902,260.380005
2021-01-08 03:00:00,44.525272,331.130005,35.011902,260.380005
2021-01-08 04:00:00,45.705872,339.910004,36.012318,267.820007
2021-01-08 05:00:00,50.347591,374.429993,45.016068,334.779999
2021-01-08 06:00:00,59.730534,444.209991,54.018475,401.730011
2021-01-08 07:00:00,79.588272,591.890015,54.018475,401.730011
2021-01-08 08:00:00,103.576759,770.289978,53.558605,398.309998
2021-01-08 09:00:00,107.837944,801.97998,50.018154,371.980011
2021-01-08 10:00:00,107.357903,798.409973,48.017319,357.100006
2021-01-08 11:00:00,104.430611,776.640015,104.296143,775.640015
2021-01-08 12:00:00,100.07933,744.280029,99.94487,743.280029
2021-01-08 13:00:00,95.399963,709.47998,95.303154,708.76001
2021-01-08 14:00:00,92.752357,689.789978,48.017319,357.100006
2021-01-08 15:00:00,95.453751,709.880005,43.363499,322.48999
2021-01-08 16:00:00,95.032875,706.75,43.363499,322.48999
2021-01-08 17:00:00,110.039131,818.349976,44.015652,327.339996
2021-01-08 18:00:00,99.985207,743.580017,40.472507,300.98999
2021-01-08 19:00:00,80.147644,596.049988,40.472507,300.98999
2021-01-08 20:00:00,64.261993,477.910004,40.65807,302.369995
2021-01-08 21:00:00,59.450848,442.130005,44.015652,327.339996
2021-01-08 22:00:00,56.23983,418.25,35.011902,260.380005
2021-01-08 23:00:00,51.767536,384.98999,35.011902,260.380005
2021-01-09 00:00:00,50.674339,376.859985,50.674339,376.859985
2021-01-09 01:00:00,48.604931,361.470001,48.604931,361.470001
2021-01-09 02:00:00,48.024044,357.149994,48.024044,357.149994
2021-01-09 03:00:00,49.254395,366.299988,49.254395,366.299988
2021-01-09 04:00:00,49.63493,369.130005,49.63493,369.130005
2021-01-09 05:00:00,47.773937,355.290009,47.773937,355.290009
2021-01-09 06:00:00,49.574421,368.679993,45.013378,334.76001
2021-01-09 07:00:00,53.824848,400.290009,53.824848,400.290009
2021-01-09 08:00:00,59.805832,444.769989,48.014629,357.079987
2021-01-09 09:00:00,66.925735,497.720001,46.013798,342.200012
2021-01-09 10:00:00,67.716385,503.600006,46.013798,342.200012
2021-01-09 11:00:00,79.024864,587.700012,68.006828,505.76001
2021-01-09 12:00:00,90.028107,669.530029,67.015823,498.390015
2021-01-09 13:00:00,79.024864,587.700012,62.535465,465.070007
2021-01-09 14:00:00,62.86087,467.48999,60.006184,446.26001
2021-01-09 15:00:00,72.021942,535.619995,60.006184,446.26001
2021-01-09 16:00:00,115.035835,855.51001,62.785568,466.929993
2021-01-09 17:00:00,134.46463,1000.0,69.926987,520.039978
2021-01-09 18:00:00,200.061859,1487.839966,71.996399,535.429993
2021-01-09 19:00:00,200.061859,1487.839966,68.956154,512.820007
2021-01-09 20:00:00,85.026016,632.330017,62.665897,466.040009
2021-01-09 21:00:00,60.018288,446.350006,55.195042,410.480011
2021-01-09 22:00:00,54.13546,402.600006,54.13546,402.600006
2021-01-09 23:00:00,50.015465,371.959991,44.934044,334.170013
2021-01-10 00:00:00,50.000671,371.850006,38.844143,288.880005
2021-01-10 01:00:00,40.000538,297.480011,35.973324,267.529999
2021-01-10 02:00:00,40.000538,297.480011,34.353024,255.479996
2021-01-10 03:00:00,39.500328,293.76001,33.872986,251.910004
2021-01-10 04:00:00,35.290241,262.450012,33.843403,251.690002
2021-01-10 05:00:00,35.660019,265.200012,34.213181,254.440002
2021-01-10 06:00:00,35.479836,263.859985,34.032997,253.100006
2021-01-10 07:00:00,37.613792,279.730011,37.613792,279.730011
2021-01-10 08:00:00,39.094246,290.73999,39.094246,290.73999
2021-01-10 09:00:00,40.764297,303.160004,40.764297,303.160004
2021-01-10 10:00:00,44.163563,328.440002,44.163563,328.440002
2021-01-10 11:00:00,46.690155,347.230011,46.243732,343.910004
2021-01-10 12:00:00,44.764618,332.910004,44.764618,332.910004
2021-01-10 13:00:00,44.343746,329.779999,44.343746,329.779999
2021-01-10 14:00:00,45.454422,338.040009,45.454422,338.040009
2021-01-10 15:00:00,48.034798,357.230011,48.034798,357.230011
2021-01-10 16:00:00,55.875431,415.540009,55.875431,415.540009
2021-01-10 17:00:00,62.095764,461.799988,62.095764,461.799988
2021-01-10 18:00:00,63.41621,471.619995,63.41621,471.619995
2021-01-10 19:00:00,55.244793,410.850006,55.244793,410.850006
2021-01-10 20:00:00,48.05497,357.380005,48.05497,357.380005
2021-01-10 21:00:00,44.494347,330.899994,44.494347,330.899994
2021-01-10 22:00:00,41.799675,310.859985,40.073151,298.019989
2021-01-10 23:00:00,37.999702,282.600006,35.883232,266.859985
2021-01-11 00:00:00,44.902653,333.950012,44.902653,333.950012
2021-01-11 01:00:00,39.591515,294.450012,39.591515,294.450012
2021-01-11 02:00:00,37.781693,280.98999,37.781693,280.98999
2021-01-11 03:00:00,35.431347,263.51001,35.431347,263.51001
2021-01-11 04:00:00,37.292259,277.350006,37.292259,277.350006
2021-01-11 05:00:00,41.41209,307.98999,33.538158,249.429993
2021-01-11 06:00:00,46.278168,344.179993,42.78223,318.179993
2021-01-11 07:00:00,60.243103,448.040009,60.243103,448.040009
2021-01-11 08:00:00,67.229599,500.0,60.423279,449.380005
2021-01-11 09:00:00,57.997635,431.339996,49.622169,369.049988
2021-01-11 10:00:00,47.573009,353.809998,47.573009,353.809998
2021-01-11 11:00:00,44.6418,332.01001,44.6418,332.01001
2021-01-11 12:00:00,49.998657,371.850006,43.332169,322.269989
2021-01-11 13:00:00,49.998657,371.850006,42.612812,316.920013
2021-01-11 14:00:00,42.052116,312.75,42.052116,312.75
2021-01-11 15:00:00,42.311623,314.679993,42.311623,314.679993
2021-01-11 16:00:00,43.282417,321.899994,43.282417,321.899994
2021-01-11 17:00:00,44.981983,334.540009,44.981983,334.540009
2021-01-11 18:00:00,42.932823,319.299988,42.932823,319.299988
2021-01-11 19:00:00,39.712524,295.350006,39.712524,295.350006
2021-01-11 20:00:00,37.112083,276.01001,37.112083,276.01001
2021-01-11 21:00:00,34.241383,254.660004,34.241383,254.660004
2021-01-11 22:00:00,33.211422,247.0,33.211422,247.0
2021-01-11 23:00:00,27.392029,203.720001,27.392029,203.720001
2021-01-12 00:00:00,19.427303,144.509995,19.427303,144.509995
2021-01-12 01:00:00,15.817705,117.660004,15.817705,117.660004
2021-01-12 02:00:00,18.99711,141.309998,18.99711,141.309998
2021-01-12 03:00:00,24.136587,179.539993,24.136587,179.539993
2021-01-12 04:00:00,26.996035,200.809998,26.996035,200.809998
2021-01-12 05:00:00,35.934666,267.299988,35.934666,267.299988
2021-01-12 06:00:00,40.953148,304.630005,40.953148,304.630005
2021-01-12 07:00:00,54.501579,405.410004,54.501579,405.410004
2021-01-12 08:00:00,66.989311,498.299988,60.630505,451.0
2021-01-12 09:00:00,68.040596,506.119995,54.950596,408.75
2021-01-12 10:00:00,64.988907,483.420013,56.491226,420.209991
2021-01-12 11:00:00,67.21785,500.0,57.870537,430.470001
2021-01-12 12:00:00,59.630302,443.559998,59.630302,443.559998
2021-01-12 13:00:00,54.931774,408.609985,54.931774,408.609985
2021-01-12 14:00:00,50.301807,374.170013,50.301807,374.170013
2021-01-12 15:00:00,54.220608,403.320007,54.220608,403.320007
2021-01-12 16:00:00,61.489548,457.390015,61.489548,457.390015
2021-01-12 17:00:00,64.109703,476.880005,64.109703,476.880005
2021-01-12 18:00:00,100.383141,746.700012,60.389862,449.209991
2021-01-12 19:00:00,99.56443,740.609985,53.571285,398.48999
2021-01-12 20:00:00,50.292397,374.100006,50.292397,374.100006
2021-01-12 21:00:00,40.703098,302.769989,40.703098,302.769989
2021-01-12 22:00:00,37.744167,280.76001,37.744167,280.76001
2021-01-12 23:00:00,34.614506,257.480011,34.614506,257.480011
2021-01-13 00:00:00,33.027744,245.699997,29.997849,223.160004
2021-01-13 01:00:00,32.426872,241.229996,29.414454,218.820007
2021-01-13 02:00:00,31.57732,234.910004,29.414454,218.820007
2021-01-13 03:00:00,30.837994,229.410004,28.778631,214.089996
2021-01-13 04:00:00,31.676794,235.649994,28.997742,215.720001
2021-01-13 05:00:00,36.806377,273.809998,33.996937,252.910004
2021-01-13 06:00:00,41.866062,311.450012,41.866062,311.450012
2021-01-13 07:00:00,46.206581,343.73999,46.206581,343.73999
2021-01-13 08:00:00,56.135067,417.600006,56.135067,417.600006
2021-01-13 09:00:00,47.706741,354.899994,47.706741,354.899994
2021-01-13 10:00:00,46.226746,343.890015,46.226746,343.890015
2021-01-13 11:00:00,44.36364,330.029999,43.81654,325.959991
2021-01-13 12:00:00,41.216797,306.619995,41.216797,306.619995
2021-01-13 13:00:00,40.036564,297.839996,36.997257,275.230011
2021-01-13 14:00:00,39.46661,293.600006,34.997044,260.350006
2021-01-13 15:00:00,41.167061,306.25,34.997044,260.350006
2021-01-13 16:00:00,45.906818,341.51001,34.997044,260.350006
2021-01-13 17:00:00,67.509949,502.220001,55.485806,412.769989
2021-01-13 18:00:00,67.509949,502.220001,54.505859,405.480011
2021-01-13 19:00:00,48.096569,357.799988,37.797073,281.179993
2021-01-13 20:00:00,47.136787,350.660004,37.797073,281.179993
2021-01-13 21:00:00,40.876709,304.089996,40.876709,304.089996
2021-01-13 22:00:00,40.016399,297.690002,34.997044,260.350006
2021-01-13 23:00:00,38.026939,282.890015,32.996826,245.470001
2021-01-14 00:00:00,37.301895,277.5,31.001574,230.630005
2021-01-14 01:00:00,36.912075,274.600006,26.001102,193.429993
2021-01-14 02:00:00,36.981976,275.119995,26.001102,193.429993
2021-01-14 03:00:00,39.441883,293.420013,30.001478,223.190002
2021-01-14 04:00:00,42.161224,313.649994,32.001667,238.070007
2021-01-14 05:00:00,45.341633,337.309998,34.001854,252.949997
2021-01-14 06:00:00,58.602287,435.959991,36.002045,267.829987
2021-01-14 07:00:00,81.343674,605.140015,39.00098,290.140015
2021-01-14 08:00:00,91.003189,677.0,91.003189,677.0
2021-01-14 09:00:00,89.273186,664.130005,40.001076,297.579987
2021-01-14 10:00:00,89.63343,666.809998,40.001076,297.579987
2021-01-14 11:00:00,91.054268,677.380005,48.012581,357.179993
2021-01-14 12:00:00,89.146828,663.190002,88.912933,661.450012
2021-01-14 13:00:00,92.003281,684.440002,89.243614,663.909973
2021-01-14 14:00:00,86.043045,640.099976,86.043045,640.099976
2021-01-14 15:00:00,91.214226,678.570007,39.00098,290.140015
2021-01-14 16:00:00,99.943542,743.51001,38.500935,286.420013
2021-01-14 17:00:00,103.144112,767.320007,38.000889,282.700012
2021-01-14 18:00:00,92.38369,687.27002,38.000889,282.700012
2021-01-14 19:00:00,87.703148,652.450012,38.000889,282.700012
2021-01-14 20:00:00,74.583633,554.849976,38.000889,282.700012
2021-01-14 21:00:00,62.742462,466.76001,39.00098,290.140015
2021-01-14 22:00:00,101.004128,751.400024,59.822834,445.040009
2021-01-14 23:00:00,100.815933,750.0,55.602005,413.640015
2021-01-15 00:00:00,69.995834,520.719971,48.977726,364.359985
2021-01-15 01:00:00,69.995834,520.719971,48.657803,361.980011
2021-01-15 02:00:00,59.996235,446.329987,47.698036,354.839996
2021-01-15 03:00:00,59.996235,446.329987,46.597126,346.649994
2021-01-15 04:00:00,72.688293,540.75,47.997795,357.070007
2021-01-15 05:00:00,76.309601,567.690002,51.516945,383.25
2021-01-15 06:00:00,87.225952,648.900024,62.966946,468.429993
2021-01-15 07:00:00,97.455406,725.0,79.855629,594.070007
2021-01-15 08:00:00,199.989243,1487.780029,96.635437,718.900024
2021-01-15 09:00:00,205.664505,1530.0,100.154587,745.080017
2021-01-15 10:00:00,199.989243,1487.780029,99.934135,743.440002
2021-01-15 11:00:00,199.989243,1487.780029,89.105156,662.880005
2021-01-15 12:00:00,199.989243,1487.780029,81.195808,604.039978
2021-01-15 13:00:00,199.989243,1487.780029,78.51545,584.099976
2021-01-15 14:00:00,127.565765,949.0,79.03566,587.969971
2021-01-15 15:00:00,78.866295,586.710022,41.397713,307.970001
2021-01-15 16:00:00,84.015968,625.02002,84.015968,625.02002
2021-01-15 17:00:00,120.979126,900.0,99.494576,740.169983
2021-01-15 18:00:00,120.979126,900.0,98.014595,729.159973
2021-01-15 19:00:00,134.421249,1000.0,95.004906,706.77002
2021-01-15 20:00:00,77.995239,580.22998,77.195435,574.280029
2021-01-15 21:00:00,67.177017,499.75,67.177017,499.75
2021-01-15 22:00:00,63.186054,470.059998,63.186054,470.059998
2021-01-15 23:00:00,56.095333,417.309998,55.416504,412.26001
2021-01-16 00:00:00,77.30835,575.119995,53.088329,394.940002
2021-01-16 01:00:00,77.269363,574.830017,51.647331,384.220001
2021-01-16 02:00:00,67.210625,500.0,49.878349,371.059998
2021-01-16 03:00:00,59.997581,446.339996,49.838024,370.76001
2021-01-16 04:00:00,56.997299,424.019989,49.507347,368.299988
2021-01-16 05:00:00,56.997299,424.019989,48.518005,360.940002
2021-01-16 06:00:00,59.997581,446.339996,48.738457,362.579987
2021-01-16 07:00:00,66.917587,497.820007,51.428226,382.589996
2021-01-16 08:00:00,109.995567,818.289978,59.997581,446.339996
2021-01-16 09:00:00,199.991928,1487.800049,63.95763,475.799988
2021-01-16 10:00:00,249.989914,1859.75,63.768097,474.390015
2021-01-16 11:00:00,99.995964,743.900024,62.128159,462.190002
2021-01-16 12:00:00,55.007862,409.220001,39.998386,297.559998
2021-01-16 13:00:00,50.657993,376.859985,37.998199,282.679993
2021-01-16 14:00:00,49.477772,368.079987,35.998009,267.799988
2021-01-16 15:00:00,50.648582,376.790009,36.367668,270.549988
2021-01-16 16:00:00,59.117123,439.790009,39.998386,297.559998
2021-01-16 17:00:00,65.46315,487.0,65.007462,483.609985
2021-01-16 18:00:00,66.996895,498.410004,66.397377,493.950012
2021-01-16 19:00:00,63.757343,474.309998,63.757343,474.309998
2021-01-16 20:00:00,57.467773,427.519989,57.467773,427.519989
2021-01-16 21:00:00,52.978104,394.119995,41.397713,307.970001
2021-01-16 22:00:00,59.997581,446.339996,53.197208,395.75
2021-01-16 23:00:00,55.997204,416.579987,48.16851,358.339996
2021-01-17 00:00:00,53.988949,401.640015,46.480179,345.779999
2021-01-17 01:00:00,52.330193,389.299988,44.810669,333.359985
2021-01-17 02:00:00,44.980038,334.619995,44.980038,334.619995
2021-01-17 03:00:00,45.529819,338.709991,45.529819,338.709991
2021-01-17 04:00:00,45.7906,340.649994,45.7906,340.649994
2021-01-17 05:00:00,45.410187,337.820007,45.410187,337.820007
2021-01-17 06:00:00,45.689781,339.899994,45.689781,339.899994
2021-01-17 07:00:00,46.48959,345.850006,46.48959,345.850006
2021-01-17 08:00:00,47.410374,352.700012,47.410374,352.700012
2021-01-17 09:00:00,51.119057,380.290009,51.119057,380.290009
2021-01-17 10:00:00,56.487843,420.230011,56.487843,420.230011
2021-01-17 11:00:00,59.927681,445.820007,59.927681,445.820007
2021-01-17 12:00:00,55.498501,412.869995,55.498501,412.869995
2021-01-17 13:00:00,52.808731,392.859985,52.808731,392.859985
2021-01-17 14:00:00,49.938839,371.51001,49.938839,371.51001
2021-01-17 15:00:00,53.468739,397.769989,53.468739,397.769989
2021-01-17 16:00:00,60.586346,450.720001,60.586346,450.720001
2021-01-17 17:00:00,67.32354,500.839996,67.035873,498.700012
2021-01-17 18:00:00,72.272926,537.659973,71.983925,535.51001
2021-01-17 19:00:00,67.765785,504.130005,67.765785,504.130005
2021-01-17 20:00:00,62.435982,464.480011,62.435982,464.480011
2021-01-17 21:00:00,55.548237,413.23999,42.990604,319.820007
2021-01-17 22:00:00,52.119152,387.730011,42.990604,319.820007
2021-01-17 23:00:00,46.890163,348.829987,41.920612,311.859985
2021-01-18 00:00:00,59.677658,443.959991,43.840145,326.140015
2021-01-18 01:00:00,59.677658,443.959991,45.820171,340.869995
2021-01-18 02:00:00,57.151882,425.170013,45.579556,339.079987
2021-01-18 03:00:00,46.989635,349.570007,45.930397,341.690002
2021-01-18 04:00:00,46.989635,349.570007,44.820076,333.429993
2021-01-18 05:00:00,46.989635,349.570007,46.430443,345.410004
2021-01-18 06:00:00,69.999863,520.75,59.70723,444.179993
2021-01-18 07:00:00,89.98024,669.390015,74.513733,554.330017
2021-01-18 08:00:00,89.98024,669.390015,78.902588,586.97998
2021-01-18 09:00:00,75.923813,564.820007,75.633461,562.659973
2021-01-18 10:00:00,72.014839,535.73999,72.014839,535.73999
2021-01-18 11:00:00,66.37587,493.790009,66.37587,493.790009
2021-01-18 12:00:00,60.047318,446.709991,60.047318,446.709991
2021-01-18 13:00:00,174.74762,1300.0,57.688225,429.160004
2021-01-18 14:00:00,199.956985,1487.540039,59.396717,441.869995
